"","order_id","created_at","assigned_at","picked_at","delivered_at","status","customer_id","city","lat","lon","distance_km","service_level","payment_method","items_count","order_value","delivery_fee","courier_id","note"
"151",151,"2024-04-16 20:56:12","2024-04-16 21:53:12","2024-04-16 22:49:12","2024-04-16 23:13:12","delivered",2827,"Kyiv",50.468288,30.462049,11.11,"Express","COD",2,"299","93.33",105,"fragile"
"152",152,"2024-04-16 06:34:58","2024-04-16 07:18:58",NA,NA,"assigned",429,"Odesa",46.479824,30.650179,14.88,"Express","COD",3,"5744","104.64",151,NA
"153",153,"01.04.2024 15:47",NA,"01.04.2024 17:01",NA,"picked",2573,"Kyiv",50.43663,30.728364,11.83,"Express","COD",2,"5159","95.49",37," "
"154",154,"2024-04-12 23:50:22","2024-04-13 00:20:22",NA,NA,"assigned",816,"Kyiv",50.315468,30.313027,17.46,"Standart","COD",2,"1743","74,92",37,NA
"155",155,"2024-04-05 16:53:42",NA,NA,NA,"canceled",121,"Lviv",49.837111,23.952598,19.7,"Standart","COD",6,"3612","79.4",45,NA
"156",156,"2024-04-28 09:27:35",NA,NA,NA,"canceled",1747,"Lviv",49.770291,24.046357,5.27,"Express","Card",2,"3724","75.81",181,NA
"157",157,"2024-04-14 03:31:02","2024-04-14 04:24:02",NA,NA,"assigned",317,"Kyiv",50.507287,30.304333,13.12,"Standart","Card",2,"766","66.24",163,"fragile"
"158",158,"2024-04-22 19:56:03","2024-04-22 20:47:03",NA,NA,"picked",1974,"Odesa",46.365905,30.657371,5.55,"Express","Card",2,"1354","76.65",28,NA
"159",159,"2024-04-25 18:43:55","25.04.2024 19:37",NA,NA,"assigned",3255,"Lviv",49.875378,23.937141,23.31,"Standart","COD",1,"1550","86,62",149,NA
"160",312,"2024-04-30 14:35:22","30.04.2024 15:16",NA,NA,"assigned",2856,"Kyiv",50.397369,30.689668,0.68,"Standart","Card",6,"2392","41,36",23,"sharp"
"161",161,"2024-04-29 05:39:30",NA,NA,NA,"created",3341,"Odesa",46.365227,30.660381,15.53,"Express","Card",5,"4802","106,59",140,NA
"162",162,"2024-04-07 20:11:44","2024-04-07 21:05:44","2024-04-07 21:25:44",NA,"picked",3191,"Odesa",46.394187,30.732634,5.15,"Express","COD",1,"1 605","0",76,"sharp"
"163",163,"2024-04-26 20:03:54","2024-04-26 20:24:54","2024-04-26 21:07:54",NA,"picked",2898,"Kyiv",50.347188,30.415918,21.34,"Standart","COD",6,"5354","82.68",43,NA
"164",164,"2024-04-15 23:16:46","15.04.2024 23:58",NA,NA,"picked",2841,"LVIV  ",49.788225,24.083797,7.1,"Standart","Card",5,"1213","54.2",143,NA
"165",165,"2024-04-27 15:54:22","2024-04-27 16:41:22","2024-04-27 17:09:22",NA,"picked",3326,"Odesa",46.415018,30.715156,14.47,"Standart","COD",6,"798","68,94",36,"fragile"
"166",166,"2024-04-25 02:53:16",NA,NA,NA,"canceled",871,"Kyiv",50.467441,30.460965,7.53,"Standart","COD",3,"2 299","55.06",135,NA
"167",167,"2024-04-11 04:34:40","2024-04-11 04:59:40","2024-04-11 05:44:40",NA,"delivered",718,"Odesa",46.556464,30.71095,22.25,"Standart","Card",1,"1649","84.5",111,NA
"168",168,"2024-04-21 14:16:59","2024-04-21 14:46:59",NA,NA,"assigned",3830,"Lviv",49.833845,24.062901,7.08,"Standart","Card",5,"5 803","54.16",82,NA
"169",169,"2024-04-14 10:38:12","2024-04-14 11:25:12",NA,NA,"canceled",1687,"Odesa",46.527772,30.709391,8.64,"Express","COD",3,"4116","85,92",192,"fragile"
"170",170,"2024-04-05 02:29:13","2024-04-05 03:08:13",NA,NA,"assigned",130,"Lviv",49.840583,23.975494,19,"Standart","COD",5,"207","78",136,NA
"171",171,"2024-04-14 05:10:18","14.04.2024 06:06","2024-04-14 06:22:18","2024-04-14 07:17:18","delivered",2370,"Kyiv",50.260862,30.366265,6.26,"Express","COD",3,"5876","78.78",133,NA
"172",172,"2024-04-26 11:50:09","26.04.2024 12:31","2024-04-26 13:00:09","2024-04-26 13:41:09","delivered",3708,"Odesa",46.520307,30.70007,7.1,"Standart","COD",3,"833","54.2",107,"fragile"
"173",173,"2024-04-24 20:48:25","24.04.2024 21:44","2024-04-24 22:42:25",NA,"picked",542,"Lviv",49.83201,24.005222,9.69,"Express","COD",6,"5832","89.07",190,"sharp"
"174",174,"01.04.2024 04:57",NA,"2024-04-01 06:16:32","2024-04-01 06:33:32","delivered",2944,"Odesa",46.445814,30.646832,4.33,"Express","COD",2,"118","72.99",84,NA
"175",175,"2024-04-14 12:38:21",NA,NA,NA,"canceled",33,"Kyiv",50.263605,30.67183,21.94,"Standart","Card",4,"704","-83.88",101,NA
"176",176,"2024-04-21 19:49:44","2024-04-21 20:48:44","2024-04-21 21:15:44","2024-04-21 22:03:44","delivered",1312,"Kyiv",50.484177,30.513287,1.82,"Express","Card",2,"2860","65.46",112,"perishable"
"177",177,"2024-04-27 21:02:22",NA,NA,NA,"created",2734,"Odesa",46.371319,30.647792,14.61,"Express","Card",1,"5268","103.83",29,NA
"178",178,"2024-04-07 14:08:06","2024-04-07 15:05:06",NA,NA,"canceled",2781,"Odesa",46.422098,30.626221,25.69,"Express","COD",3,"1483","137,07",189,NA
"179",179,"2024-04-01 07:21:10",NA,NA,NA,"canceled",2715,"Lviv",49.83944,23.950293,14.87,"Standart","Card",4,"408","69.74",183,NA
"180",180,"2024-04-27 09:05:15","2024-04-27 09:27:15","2024-04-27 09:45:15","2024-04-27 10:12:15","delivered",3129,"Odesa",46.528469,30.711251,10.27,"Express","COD",6,"5737","90.81",18,"perishable"
"181",181,"2024-04-08 20:48:01","2024-04-08 21:20:01","2024-04-08 21:50:01","2024-04-08 22:33:01","delivered",221,"Kyiv",50.482542,30.521687,24.72,"Express","COD",2,"146","134.16",27,"fragile"
"182",132,"2024-04-02 00:58:00",NA,"2024-04-02 02:10:00",NA,"picked",1551,"LVIV",49.784725,24.029218,4.05,"  Standart","Card",4,"5120","48.1",6,NA
"183",183,"2024-04-19 15:37:52","2024-04-19 15:59:52","2024-04-19 16:59:52",NA,"picked",814,"Odesa",46.445975,30.76738,13.26,"Express","COD",3,"4002","99.78",137,"perishable"
"184",184,"2024-04-22 17:08:43",NA,NA,NA,"created",1723,"Kyiv",50.408386,30.728874,4.62,"Standart","Card",2,"4561","49,24",51,NA
"185",269,"2024-04-13 10:08:42","2024-04-13 11:06:42","2024-04-13 11:36:42","2024-04-13 11:54:42","delivered",3390,"Kyiv",50.484638,30.325252,19.24,"Express","COD",2,"4131","-117.72",2,NA
"186",186,"2024-04-18 17:18:03","2024-04-18 18:08:03","2024-04-18 19:07:03",NA,"picked",1377,"Odesa",46.423358,30.733235,2.11,"Standart","COD",4,"1062","44.22",161,"perishable"
"187",187,"2024-04-22 09:35:45","22.04.2024 10:26",NA,NA,"assigned",1823,"Odesa",46.413905,30.771114,12.12,"Express","Card",5,"4947","96.36",93,"fragile"
"188",188,"2024-04-26 14:59:17",NA,NA,NA,"created",1578,"KYIV  ",50.417947,30.506838,8.1,"Standart","COD",5,"1049","56.2",117,"fragile"
"189",189,"2024-04-22 19:15:19","2024-04-22 19:56:19","2024-04-22 20:24:19","2024-04-22 20:38:19","delivered",183,"Kyiv",50.312051,30.561784,1.4,"Standart","Card",2,"2838","42.8",117,"sharp"
"190",190,"2024-04-24 06:37:16","2024-04-24 06:54:16","2024-04-24 07:19:16",NA,"picked",3308,"Lviv",49.784548,23.966974,23.01,"Standart","COD",4,"1218","86.02",128,NA
"191",191,"2024-04-05 00:35:28","2024-04-05 00:52:28","2024-04-05 01:29:28",NA,"picked",1609,"Lviv",49.876863,24.084491,6.01,"Standart","COD",4,"2 053","52.02",146,"sharp"
"192",192,"2024-04-05 23:11:44","2024-04-05 23:39:44","2024-04-06 00:13:44","06.04.2024 01:12","delivered",468,"Kyiv",50.282393,30.308689,2.94,"Express","Card",5,"473","68.82",185,"liquid"
"193",193,"2024-04-23 06:13:15","2024-04-23 06:26:15","2024-04-23 07:17:15",NA,"picked",698,"Odesa",46.422736,30.745516,17.45,"Express","Card",3,"3332","112.35",134,NA
"194",365,"2024-04-09 02:07:53","09.04.2024 03:06",NA,NA,"canceled",3186,"Odesa",46.469902,30.738354,25.1,"STANDART","COD",3,"2144","90.2",166,"  sharp"
"195",195,"2024-04-23 05:04:17","2024-04-23 05:30:17",NA,NA,"canceled",2047,"Lviv",49.828433,24.002779,18.4,"Standart","COD",3,"3535","76.8",170,"fragile"
"196",196,"2024-04-22 04:22:49","2024-04-22 05:12:49","2024-04-22 05:29:49",NA,"picked",2913,"Lviv",49.885006,24.039899,5.89,"Express","Card",4,"4715","77.67",116,NA
"197",197,"2024-04-08 04:37:50","2024-04-08 05:17:50",NA,NA,"canceled",2412,"Lviv",49.860596,23.930032,20.72,"Standart","Card",5,"2170","81.44",5,NA
"198",198,"18.04.2024 23:46","2024-04-19 00:40:56",NA,NA,"assigned",1621,"Odesa",46.550706,30.716323,20.16,"Standart","COD",1,"461","80.32",114,"sharp"
"199",199,"2024-04-28 20:19:17",NA,NA,NA,"created",226,"Odesa",46.535183,30.765287,1.41,"Standart","Card",6,"2 865","42,82",103,NA
"200",397,"09.04.2024 14:34",NA,NA,NA,"canceled",2372,"Lviv",49.787683,24.007387,22.55,"Standart","COD",3,"3167","85.1",166,"liquid"
"201",201,"2024-04-29 17:02:33","2024-04-29 17:27:33",NA,NA,"assigned",2211,"Kyiv",50.355443,30.720791,18.74,"Express","Card",1,"5 950","116,22",160,NA
"202",202,"2024-04-03 11:36:35",NA,NA,NA,"assigned",3686,"Lviv",49.792613,24.058687,6.93,"  EXPRESS","Card",3,"2877","0",149,NA
"203",203,"2024-04-22 07:47:14","22.04.2024 08:36",NA,NA,"assigned",3695,"Kyiv",50.479087,30.430172,204.56,"Express","COD",2,"3724","136.71",142,"fragile"
"204",204,"2024-04-10 19:26:18","2024-04-10 19:37:18",NA,NA,"assigned",3958,"Odesa",46.49579,30.660974,7.12,"Standart","card  ",4,"2754","54.24",173,NA
"205",205,"2024-04-30 20:55:12",NA,NA,NA,"canceled",1472,"Odesa",46.461312,30.734918,12.73,"Standart","Card",4,"205","65.46",159,NA
"206",206,"2024-04-14 11:39:20","2024-04-14 12:13:20",NA,NA,"assigned",2775,"Lviv",49.801226,24.074125,21.86,"Standart","Card",3,"3 509","83.72",87,NA
"207",207,"2024-04-21 18:08:44",NA,NA,NA,"canceled",1287,"Lviv",49.772761,23.910331,9.11,"Express","Card",5,"5265","87,33",149,NA
"208",208,"2024-04-27 16:05:48","27.04.2024 16:20",NA,NA,"assigned",2177,"Odesa",46.482406,30.669511,18.34,"Express","COD",5,"2827","115.02",47,NA
"209",209,"2024-04-16 22:56:11",NA,NA,NA,"canceled",2707,"ODESA  ",46.352172,30.748635,9.15,"Express","COD",2,"3585","87.45",123,NA
"210",210,"02.04.2024 12:26",NA,NA,NA,"created",3568,"Odesa",46.521958,30.734024,18.19,"Standart","COD",1,"5563","76.38",121,"liquid"
"211",211,"07.04.2024 16:38","2024-04-07 16:53:50","07.04.2024 17:29","2024-04-07 18:12:50","delivered",400,"Odesa",46.539908,30.655808,3.52,"Express","Card",6,"2951","70.56",132,"sharp"
"212",212,"2024-04-18 21:33:28","2024-04-18 22:26:28",NA,NA,"assigned",3699,"Odesa",46.331947,30.724567,24.78,"Express","Card",4,"3765","134.34",77,NA
"213",213,"10.04.2024 19:04","2024-04-10 19:54:51",NA,NA,"canceled",32,"Lviv",49.869827,23.918395,51.36,"Express","COD",3,"4504","79.26",116,"perishable"
"214",214,"2024-04-16 05:41:00","2024-04-16 06:27:00","2024-04-16 07:05:00",NA,"picked",3109,"Odesa",46.435545,30.648715,11.62,"Express","COD",2,"1565","94.86",83,NA
"215",215,"2024-04-10 21:45:33","2024-04-10 22:38:33",NA,NA,"canceled",2166,"Kyiv",30.488975,50.498364,2.81,"Express","COD",1,"3193","68.43",71,"liquid"
"216",216,"2024-04-21 20:21:59",NA,NA,NA,"created",3924,"Kyiv",50.46673,30.389132,15.35,"Standart","COD",6,"2981","70.7",65,"fragile"
"217",217,"2024-04-30 17:01:52","2024-04-30 17:49:52",NA,NA,"assigned",3722,"Lviv",49.774762,23.941046,24.22,"Standart","COD",5,"4183","88.44",109,NA
"218",218,"21.04.2024 10:16","2024-04-21 11:10:02",NA,NA,"assigned",1928,"Odesa",46.392154,30.710441,18.27,"Standart","Card",5,"4518","76.54",53,"liquid"
"219",219,"2024-04-27 09:51:39","2024-04-27 10:37:39","2024-04-27 11:11:39","2024-04-27 11:21:39","delivered",832,"Odesa",46.486802,30.681731,13.8,"Express","COD",5,"1793","101.4",191,NA
"220",220,"15.04.2024 13:39","2024-04-15 14:25:25",NA,NA,"assigned",1471,"Lviv",49.774118,23.917029,2.14,"Express","COD",4,"2562","66.42",57,NA
"221",221,"2024-04-22 04:24:10",NA,NA,NA,"created",2963,"Kyiv",50.375007,30.73673,22.88,"Standart","card  ",6,"308","85.76",62,NA
"222",222,"2024-04-21 16:07:38","2024-04-21 16:53:38","2024-04-21 17:53:38","2024-04-21 18:17:38","delivered",3670,"Kyiv",50.532176,30.353653,25.56,"Express","COD",1,"5070","136.68",169,"liquid"
"223",223,"2024-04-15 01:14:28",NA,NA,NA,"canceled",1366,"Lviv",49.78385,24.094102,25.45,"Express","COD",2,"4706","136.35",5,NA
"224",224,"2024-04-02 19:55:37",NA,NA,NA,"assigned",2982,"Lviv",49.851167,24.085518,25.21,"Standart","COD",6,"3243","90.42",69,NA
"225",225,"2024-04-09 09:23:32","2024-04-09 10:22:32",NA,NA,"canceled",1245,"Lviv",49.834013,24.092276,8.17,"Standart","COD",6,"3161","56.34",144,NA
"226",226,"2024-04-17 22:58:25","2024-04-17 23:31:25",NA,NA,"canceled",2670,"Kyiv",50.549427,30.401298,9.73,"Express","Card",2,"5208","89.19",91,NA
"227",227,"07.04.2024 20:31","2024-04-07 21:29:25","2024-04-07 22:13:25","2024-04-07 22:54:25","delivered",180,"Odesa",46.413286,30.650477,13.98,"Standart","Card",6,"3316","67.96",67,"fragile"
"228",228,"2024-04-30 15:32:33",NA,NA,NA,"created",1305,"Odesa",46.323606,30.765906,12.28,"Express","COD",3,"2171","96.84",75,NA
"229",229,"09.04.2024 17:41","2024-04-09 18:27:58","2024-04-09 19:20:58","2024-04-09 19:59:58","delivered",29,"Kyiv",50.311059,30.455564,19.59,"Standart","Card",4,"5758","79.18",77,NA
"230",230,"2024-04-09 07:55:50","2024-04-09 08:39:50","09.04.2024 08:54",NA,"picked",3089,"Lviv",49.789413,24.001657,12.43,"Express","Card",4,"2178","97.29",147,"sharp"
"231",231,"2024-04-11 19:23:38","2024-04-11 19:41:38",NA,NA,"assigned",2279,"Odesa",46.350473,30.7694,10.35,"  STANDART","Card",6,"642","60.7",20,NA
"232",159,"2024-04-25 18:43:55","25.04.2024 19:37",NA,NA,"assigned",3255,"LVIV",49.875378,23.937141,23.31,"Standart","cod",1,"1550","86.62",149,NA
"233",233,"2024-04-01 09:03:36",NA,NA,NA,"canceled",199,"Lviv",49.799918,23.977449,13.77,"Express","COD",6,"3142","101.31",157,"perishable"
"234",234,"2024-04-08 12:37:26",NA,NA,NA,"created",1926,"ODESA  ",46.425786,30.630969,21.44,"Express","COD",3,"5233","124.32",111,NA
"235",235,"2024-04-07 01:05:31","2024-04-07 01:49:31","2024-04-07 02:22:31","2024-04-07 03:16:31","delivered",1477,"Odesa",46.46375,30.746871,7.11,"Standart","Card",6,"3 965","54.22",94,NA
"236",236,"2024-04-23 17:42:30","2024-04-23 18:13:30","2024-04-23 18:52:30","2024-04-23 19:14:30","delivered",848,"Kyiv",50.330199,30.64791,0.94,"Express","COD",3,"4132","62.82",2,NA
"237",237,"2024-04-27 06:36:14","27.04.2024 07:12","2024-04-27 07:56:14",NA,"picked",654,"Odesa",46.49608,30.730875,8.21,"Express","Card",2,"4118","84.63",75,"liquid"
"238",238,"2024-04-25 23:46:27","2024-04-26 00:17:27","2024-04-26 01:15:27","2024-04-26 02:08:27","delivered",2414,"Odesa",46.427323,30.72898,0.91,"Standart","Card",2,"3926","41.82",125,NA
"239",239,"2024-04-28 22:46:47","28.04.2024 23:08","2024-04-28 23:40:47","29.04.2024 00:40","delivered",1613,"Odesa",46.446088,30.733206,25.84,"Standart","Card",5,"1765","91.68",26,NA
"240",240,"2024-04-08 19:42:13","2024-04-08 20:30:13","2024-04-08 21:12:13","2024-04-08 21:42:13","delivered",353,"Kyiv",50.412547,30.759034,14.45,"Standart","Card",3,"3120","68.9",92,NA
"241",241,"2024-04-13 01:23:17","2024-04-13 02:14:17","2024-04-13 03:14:17","2024-04-13 03:59:17","delivered",3595,"Odesa",46.392485,30.716711,16.55,"Standart","COD",1,"843","73,10",99,"liquid"
"242",242,"2024-04-17 10:53:29","17.04.2024 11:19",NA,NA,"picked",3312,"Kyiv",50.531081,30.488272,19.86,"Express","Card",1,"3540","119.58",148,NA
"243",243,"2024-04-13 21:45:05","2024-04-13 21:55:05","2024-04-13 22:41:05","2024-04-13 23:01:05","delivered",2443,"Lviv",49.788742,24.000752,7.43,"Express","COD",5,"5207","82.29",130,"sharp"
"244",97,"2024-04-22 11:02:22",NA,NA,NA,"created",2617,"Kyiv",50.50134,30.717506,11.43,"Standart","COD",2,"5210","62.86",22,NA
"245",245,"2024-04-01 21:20:28",NA,"2024-04-01 22:12:28","2024-04-01 22:59:28","delivered",2414,"Kyiv",50.434211,30.630986,9.64,"Express","COD",6,"2927","88.92",105,NA
"246",246,"2024-04-11 17:23:24","2024-04-11 17:52:24","2024-04-11 18:33:24",NA,"picked",789,"Kyiv",50.54463,30.583369,13.03,"Standart","COD",2,"4 276","66.06",197,"fragile"
"247",247,"2024-04-26 13:33:29","2024-04-26 14:11:29",NA,NA,"assigned",3232,"Kyiv",50.486983,30.47384,15.72,"Standart","COD",2,"1605","71.44",188,NA
"248",248,"2024-04-10 10:02:24","2024-04-10 10:13:24",NA,NA,"assigned",1231,"Odesa",46.32384,30.63509,2.38,"Standart","COD",4,"3729","44.76",187,"fragile"
"249",249,"2024-04-03 22:05:36",NA,NA,NA,"created",3202,"Odesa",46.497446,30.682357,12.97,"Express","Card",6,"2765","98,91",45,"fragile"
"250",250,"2024-04-06 17:52:22",NA,NA,NA,"created",361,"Odesa",46.328705,30.718797,19.15,"Express","Card",5,"1064","117.45",120,"liquid"
"251",251,"2024-04-19 00:06:23","2024-04-19 00:26:23",NA,NA,"assigned",2427,"Lviv",49.798356,24.098314,3.46,"Express","COD",1,"4065","70.38",76,"sharp"
"252",252,"23.04.2024 14:10","2024-04-23 14:54:11","2024-04-23 15:45:11","23.04.2024 16:45","delivered",353,"Lviv",49.842847,24.057264,8.15,"Express","COD",2,"2819","84.45",181,NA
"253",253,"2024-04-12 23:01:03",NA,NA,NA,"created",1313,"Lviv",49.881891,24.073899,4.22,"Standart","Card",6,"1689","48.44",16,NA
"254",254,"2024-04-28 16:35:14","2024-04-28 16:56:14",NA,NA,"picked",3457,"KYIV  ",50.519768,30.363156,5.72,"Standart","COD",2,"1098","0,00",91,"liquid"
"255",255,"2024-04-19 15:45:36","2024-04-19 16:21:36","2024-04-19 16:33:36",NA,"picked",164,"Lviv",49.86688,24.028306,0.92,"Express","Card",4,"1108","62,76",120,NA
"256",256,"2024-04-26 10:15:30","2024-04-26 10:26:30",NA,NA,"canceled",1364,"Odesa",46.516812,30.716595,0.84,"Express","Card",5,"5445","62.52",144,"liquid"
"257",257,"2024-04-29 04:22:28","2024-04-29 04:39:28","2024-04-29 05:14:28","2024-04-29 05:32:28","delivered",2039,"Lviv",49.869227,23.988044,20.05,"Standart","COD",6,"1467","80.1",79,"sharp"
"258",258,"2024-04-23 01:49:57","2024-04-23 02:09:57",NA,NA,"assigned",1534,"Kyiv",50.330714,30.399179,5.31,"Express","COD",6,"3281","75.93",31,"liquid"
"259",259,"2024-04-13 12:36:50",NA,NA,NA,"created",3745,"Kyiv",50.316301,30.446677,17.1,"Express","Card",4,"432","111.3",85,NA
"260",260,"2024-04-16 03:49:04",NA,NA,NA,"canceled",2700,"Kyiv",50.456017,30.426451,12.76,"Express","Card",4,"4304","98.28",173,NA
"261",261,"2024-04-20 04:06:57","2024-04-20 04:18:57","2024-04-20 04:37:57","2024-04-20 05:28:57","delivered",1985,"Kyiv",30.719131,50.408011,11.58,"Standart","COD",1,"2725","63.16",98,"sharp"
"262",262,"28.04.2024 17:25","28.04.2024 18:24",NA,NA,"canceled",3833,"Kyiv",50.48853,30.580172,11.29,"Express","COD",1,"2438","93.87",51,NA
"263",263,"2024-04-13 05:54:23",NA,NA,NA,"created",2423,"Odesa",46.388867,30.62706,2.98,"Standart","card  ",4,"5175","45.96",154,"sharp"
"264",264,"2024-04-02 22:41:55",NA,"2024-04-02 23:23:55",NA,"picked",1808,"Kyiv",50.276809,30.644429,15.65,"Standart","Card",4,"3841","71.3",126,NA
"265",265,"2024-04-19 10:20:25","2024-04-19 10:53:25",NA,NA,"assigned",1034,"Odesa",46.538199,30.732426,8.56,"Standart","Card",2,"3478","57.12",105,NA
"266",266,"2024-04-02 11:23:55",NA,NA,NA,"created",2184,"Kyiv",50.440458,30.344179,6.01,"Standart","Card",2,"5929","52.02",25,NA
"267",267,"2024-04-15 06:45:58","2024-04-15 07:28:58",NA,NA,"assigned",2084,"Odesa",46.399759,30.72309,21.14,"Standart","Card",1,"5075","82.28",64,"perishable"
"268",268,"2024-04-01 06:57:01",NA,NA,NA,"created",3488,"Lviv",49.814305,24.109504,25.77,"Standart","COD",6,"2885","91.54",98,NA
"269",269,"2024-04-13 10:08:42","2024-04-13 11:06:42","2024-04-13 11:36:42","2024-04-13 11:54:42","delivered",3390,"Kyiv",50.484638,30.325252,19.24,"Express","COD",2,"4131","117.72",2,NA
"270",270,"2024-04-26 02:13:30",NA,NA,NA,"canceled",2177,"Lviv",49.787247,24.018186,10.08,"Express","Card",1,"1736","90.24",185,"sharp"
"271",271,"2024-04-03 22:31:48",NA,"2024-04-03 23:49:48","2024-04-04 00:21:48","delivered",684,"Kyiv",50.463951,30.540706,6.75,"Express","Card",5,"3706","80.25",191,"perishable"
"272",272,"30.04.2024 08:36","2024-04-30 09:31:07",NA,NA,"canceled",2616,"Lviv",49.791543,24.097147,22.63,"Standart","COD",1,"463","85.26",69,NA
"273",273,"2024-04-09 14:12:35",NA,NA,NA,"created",1314,"Lviv",49.877887,24.023703,15.15,"Express","COD",2,"4940","105.45",64,NA
"274",274,"2024-04-09 10:10:08","2024-04-09 11:02:08",NA,NA,"canceled",1337,"KYIV  ",50.542874,30.569628,8.16,"Standart","Card",2,"2940","56,32",151,"sharp"
"275",275,"2024-04-08 23:48:39","2024-04-09 00:08:39","2024-04-09 01:04:39","2024-04-09 02:03:39","delivered",3939,"Kyiv",50.273118,30.441088,14.8,"Standart","COD",4,"337","69.6",200,NA
"276",276,"2024-04-03 06:15:06",NA,NA,NA,"assigned",3797,"Kyiv",50.324827,30.74881,10.2,"Express","COD",5,"3041","90.6",169,NA
"277",277,"2024-04-13 05:43:12","2024-04-13 05:56:12",NA,NA,"assigned",3695,"Kyiv",50.381937,30.667427,12.68,"Express","COD",6,"3980","98,04",96,"sharp"
"278",278,"2024-04-20 22:27:22","2024-04-20 23:23:22","2024-04-21 00:17:22","2024-04-21 00:36:22","delivered",936,"Odesa",46.475244,30.624092,25.99,"Standart","Card",5,"4075","91.98",191,NA
"279",279,"2024-04-01 08:21:55",NA,NA,NA,"canceled",965,"Odesa",46.433114,30.754222,2.64,"Express","COD",5,"4237","67.92",146,NA
"280",280,"2024-04-05 09:23:32","2024-04-05 10:09:32","2024-04-05 10:31:32",NA,"picked",2541,"Kyiv",50.513513,30.6837,11.52,"Standart","Card",2,"5732","63.04",196,NA
"281",281,"05.04.2024 04:17","05.04.2024 04:48","2024-04-05 05:16:40",NA,"picked",822,"Lviv",49.848835,24.103124,17.64,"Standart","Card",4,"2253","75.28",50,"perishable"
"282",282,"2024-04-20 02:18:30",NA,NA,NA,"created",3758,"Kyiv",50.476176,30.390748,10.76,"Express","COD",3,"1204","92.28",192,NA
"283",283,"2024-04-02 07:27:10",NA,NA,NA,"canceled",3140,"Kyiv",50.440881,30.509072,23.53,"Express","Card",2,"1875","130.59",37,NA
"284",284,"2024-04-07 00:51:19",NA,NA,NA,"created",791,"Kyiv",50.310175,30.527755,1.31,"Standart","Card",6,"1734","42.62",7,NA
"285",285,"2024-04-16 01:01:38","2024-04-16 01:53:38","2024-04-16 02:26:38",NA,"picked",160,"Odesa",46.367406,30.75488,16.79,"Standart","Card",3,"438","73.58",128,"liquid"
"286",286,"2024-04-23 23:08:00","2024-04-24 00:02:00","24.04.2024 00:45",NA,"picked",1759,"Kyiv",50.342619,30.349377,0.9,"Standart","COD",1,"1674","41.8",5,NA
"287",287,"2024-04-22 22:15:45","2024-04-22 22:54:45",NA,NA,"assigned",914,"Lviv",49.854244,24.036737,20.33,"Express","Card",6,"256","120.99",178,"fragile"
"288",288,"2024-04-06 17:43:20","2024-04-06 18:31:20",NA,NA,"canceled",3132,"Kyiv",50.516073,30.662568,16.79,"Express","Card",5,"1514","110.37",172,NA
"289",289,"2024-04-19 15:03:37","2024-04-19 15:59:37","2024-04-19 16:52:37","2024-04-19 17:50:37","delivered",2481,"Odesa",46.447909,30.765666,7.05,"Express","COD",4,"742","81.15",154,"fragile"
"290",290,"2024-04-22 07:21:00","2024-04-22 07:51:00",NA,NA,"assigned",2912,"Kyiv",50.400287,30.676863,15.23,"Standart","COD",6,"2955","70.46",65,NA
"291",291,"2024-04-05 11:20:32","2024-04-05 12:09:32","2024-04-05 12:47:32",NA,"picked",2589,"Kyiv",50.494544,30.660878,16.81,"Standart","Card",6,"2970","73.62",164,"  sharp"
"292",292,"2024-04-10 06:47:12",NA,NA,NA,"canceled",1660,"Odesa",46.345875,30.754821,0.57,"Express","cod  ",2,"5586","61.71",159,NA
"293",293,"2024-04-20 19:16:46","2024-04-20 19:33:46","2024-04-20 20:24:46","2024-04-20 21:06:46","delivered",1869,"Kyiv",50.448706,30.515763,13.71,"Standart","Card",5,"205","67.42",19,NA
"294",294,"2024-04-26 02:30:40","2024-04-26 02:53:40",NA,NA,"canceled",2511,"Kyiv",50.290984,30.412095,15.55,"Standart","Card",5,"5195","71.1",106,NA
"295",295,"15.04.2024 15:03",NA,NA,NA,"canceled",3132,"Lviv",49.866674,23.997264,7.79,"Express","Card",2,"621","83.37",114,NA
"296",296,"08.04.2024 08:35","2024-04-08 09:17:40",NA,NA,"assigned",3446,"Lviv",49.797347,24.053617,8.67,"Standart","Card",4,"163","57.34",147,"perishable"
"297",48,"2024-04-09 19:56:25","2024-04-09 20:54:25","2024-04-09 21:23:25","2024-04-09 21:47:25","delivered",221,"Odesa",46.366225,30.748822,6.2,"Express","cod  ",3,"2827","78.6",54,NA
"298",298,"2024-04-20 09:23:33","2024-04-20 09:47:33",NA,NA,"canceled",1836,"Kyiv",50.520124,30.562924,13.01,"Express","COD",3,"2736","99.03",52,NA
"299",299,"2024-04-22 06:01:45",NA,NA,NA,"created",474,"Odesa",46.347492,30.735976,21.47,"Standart","Card",1,"1016","82.94",93,NA
"300",300,"2024-04-11 06:24:10",NA,NA,NA,"created",63,"Lviv",49.837992,24.091353,24.18,"Express","Card",2,"1765","132.54",2,NA
"301",301,"2024-04-07 00:26:38","2024-04-07 00:46:38","2024-04-07 01:43:38",NA,"picked",8,"Lviv",49.826925,24.030873,14.16,"Express","COD",1,"3699","102.48",79,"sharp"
"302",302,"2024-04-20 01:06:34",NA,NA,NA,"created",762,"Kyiv",50.265366,30.682343,13.39,"Express","COD",2,"1983","100.17",72,"fragile"
